name,rating_stimulus,rating_score
A11,Decreasing_Envelopment_Stimulus,65
A11,Decreasing_Envelopment_Stimulus,65
A11,Decreasing_Envelopment_Stimulus,65
A11,Decreasing_Envelopment_Stimulus,65
A11,Decreasing_Envelopment_Stimulus,65
A11,Decreasing_Envelopment_Stimulus,60
A11,Decreasing_Envelopment_Stimulus,57
A11,Decreasing_Envelopment_Stimulus,57
A11,Decreasing_Envelopment_Stimulus,55
A11,Decreasing_Envelopment_Stimulus,55
A11,Decreasing_Envelopment_Stimulus,55
A11,Decreasing_Envelopment_Stimulus,51
A11,Decreasing_Envelopment_Stimulus,53
A13,Decreasing_Envelopment_Stimulus,76
A13,Decreasing_Envelopment_Stimulus,85
A13,Decreasing_Envelopment_Stimulus,86
A13,Decreasing_Envelopment_Stimulus,86
A13,Decreasing_Envelopment_Stimulus,86
A13,Decreasing_Envelopment_Stimulus,77
A13,Decreasing_Envelopment_Stimulus,55
A13,Decreasing_Envelopment_Stimulus,42
A13,Decreasing_Envelopment_Stimulus,52
A13,Decreasing_Envelopment_Stimulus,52
A13,Decreasing_Envelopment_Stimulus,54
A13,Decreasing_Envelopment_Stimulus,67
A13,Decreasing_Envelopment_Stimulus,61
A13,Decreasing_Envelopment_Stimulus,61
A13,Decreasing_Envelopment_Stimulus,61
A14,Decreasing_Envelopment_Stimulus,82
A14,Decreasing_Envelopment_Stimulus,82
A14,Decreasing_Envelopment_Stimulus,82
A14,Decreasing_Envelopment_Stimulus,82
A14,Decreasing_Envelopment_Stimulus,82
A14,Decreasing_Envelopment_Stimulus,60
A14,Decreasing_Envelopment_Stimulus,43
A14,Decreasing_Envelopment_Stimulus,45
A14,Decreasing_Envelopment_Stimulus,51
A14,Decreasing_Envelopment_Stimulus,51
A14,Decreasing_Envelopment_Stimulus,61
A14,Decreasing_Envelopment_Stimulus,61
A14,Decreasing_Envelopment_Stimulus,61
A14,Decreasing_Envelopment_Stimulus,63
A14,Decreasing_Envelopment_Stimulus,65
A15,Decreasing_Envelopment_Stimulus,76
A15,Decreasing_Envelopment_Stimulus,83
A15,Decreasing_Envelopment_Stimulus,84
A15,Decreasing_Envelopment_Stimulus,81
A15,Decreasing_Envelopment_Stimulus,82
A15,Decreasing_Envelopment_Stimulus,66
A15,Decreasing_Envelopment_Stimulus,58
A15,Decreasing_Envelopment_Stimulus,61
A15,Decreasing_Envelopment_Stimulus,60
A15,Decreasing_Envelopment_Stimulus,61
A15,Decreasing_Envelopment_Stimulus,62
A15,Decreasing_Envelopment_Stimulus,62
A15,Decreasing_Envelopment_Stimulus,62
A15,Decreasing_Envelopment_Stimulus,64
A15,Decreasing_Envelopment_Stimulus,67
A17,Decreasing_Envelopment_Stimulus,74
A17,Decreasing_Envelopment_Stimulus,76
A17,Decreasing_Envelopment_Stimulus,76
A17,Decreasing_Envelopment_Stimulus,76
A17,Decreasing_Envelopment_Stimulus,76
A17,Decreasing_Envelopment_Stimulus,76
A17,Decreasing_Envelopment_Stimulus,76
A17,Decreasing_Envelopment_Stimulus,76
A17,Decreasing_Envelopment_Stimulus,76
A17,Decreasing_Envelopment_Stimulus,70
A17,Decreasing_Envelopment_Stimulus,47
A17,Decreasing_Envelopment_Stimulus,42
A17,Decreasing_Envelopment_Stimulus,47
A17,Decreasing_Envelopment_Stimulus,47
A17,Decreasing_Envelopment_Stimulus,47
